# Continuity error
# Time        # Local       # Global      # Cumulative  
0.0001        2.229287e-07	-1.700625e-09	-1.700625e-09
0.0002        6.790641e-08	4.371142e-10	-1.263511e-09
0.0003        7.470895e-10	8.935939e-11	-1.174152e-09
0.0004        5.683545e-10	5.483608e-12	-1.168668e-09
0.0005        5.314347e-10	-4.504657e-12	-1.173173e-09
0.0006        4.799250e-10	4.284104e-13	-1.172744e-09
0.0007        4.298887e-10	-1.525623e-11	-1.188000e-09
0.0008        4.319612e-10	-2.339475e-12	-1.190340e-09
0.0009        3.903914e-10	-7.077400e-13	-1.191048e-09
0.001         4.303226e-10	-5.167349e-11	-1.242721e-09
0.0011        3.532637e-10	-7.617072e-11	-1.318892e-09
0.0012        2.628784e-10	-6.611023e-12	-1.325503e-09
0.0013        3.545235e-10	-1.240668e-11	-1.337910e-09
0.0014        3.569334e-10	9.354689e-12	-1.328555e-09
0.0015        3.702810e-10	-1.172539e-11	-1.340280e-09
0.0016        3.549713e-10	-1.892985e-11	-1.359210e-09
0.0017        3.359950e-10	2.564254e-13	-1.358954e-09
0.0018        3.400434e-10	6.964236e-12	-1.351989e-09
0.0019        3.301100e-10	2.021606e-12	-1.349968e-09
0.002         2.992668e-10	3.038786e-13	-1.349664e-09
0.0021        3.046939e-10	9.255006e-12	-1.340409e-09
0.0022        3.181968e-10	6.880742e-12	-1.333528e-09
0.0023        2.983147e-10	-4.568185e-13	-1.333985e-09
0.0024        3.109286e-10	-5.508779e-12	-1.339494e-09
0.0025        2.724025e-10	-3.058706e-12	-1.342553e-09
0.0026        2.754786e-10	-3.259234e-12	-1.345812e-09
0.0027        2.903466e-10	-7.985394e-12	-1.353797e-09
0.0028        2.762915e-10	-8.673954e-12	-1.362471e-09
0.0029        2.677967e-10	3.547722e-12	-1.358923e-09
0.003         2.717329e-10	2.475104e-12	-1.356448e-09
0.0031        2.461139e-10	-1.605803e-12	-1.358054e-09
0.0032        2.588763e-10	2.333884e-12	-1.355720e-09
